geolocation_zip_state_id,geolocation_zip_code_prefix,geolocation_state,region_id,representative_city,observation_count,distinct_city_count,latitude_mean_all,longitude_mean_all,latitude_mean_in_broad_bbox,longitude_mean_in_broad_bbox,broad_bbox_outlier_count
01529-SP,01529,SP,SP,sao paulo,151,2,-23.568439,-46.634555,-23.568439,-46.634555,0
01530-SP,01530,SP,SP,sao paulo,80,2,-23.568944,-46.630089,-23.568944,-46.630089,0
01531-SP,01531,SP,SP,sao paulo,80,2,-23.570761,-46.632425,-23.570761,-46.632425,0
01532-SP,01532,SP,SP,sao paulo,198,2,-23.570534,-46.636112,-23.570534,-46.636112,0
01533-SP,01533,SP,SP,sao paulo,72,2,-23.571168,-46.638365,-23.571168,-46.638365,0
01534-SP,01534,SP,SP,sao paulo,80,2,-23.567544,-46.626085,-23.567544,-46.626085,0
01535-SP,01535,SP,SP,sao paulo,88,2,-23.572433,-46.625241,-23.572433,-46.625241,0
01536-SP,01536,SP,SP,sao paulo,97,2,-23.569032,-46.623436,-23.569032,-46.623436,0
01537-SP,01537,SP,SP,sao paulo,44,2,-23.574423,-46.623137,-23.574423,-46.623137,0
01538-SP,01538,SP,SP,sao paulo,28,2,-23.576313,-46.623629,-23.576313,-46.623629,0
01539-SP,01539,SP,SP,sao paulo,36,2,-23.571153,-46.620436,-23.571153,-46.620436,0
01540-SP,01540,SP,SP,sao paulo,34,2,-23.565851,-46.622582,-23.565851,-46.622582,0
01541-SP,01541,SP,SP,sao paulo,35,2,-23.569253,-46.618617,-23.569253,-46.618617,0
01542-SP,01542,SP,SP,sao paulo,49,2,-23.571066,-46.624060,-23.571066,-46.624060,0
01543-SP,01543,SP,SP,sao paulo,51,2,-23.573721,-46.623872,-23.573721,-46.623872,0
01544-SP,01544,SP,SP,sao paulo,84,2,-23.577255,-46.621632,-23.577255,-46.621632,0
01545-SP,01545,SP,SP,sao paulo,46,2,-23.580974,-46.618310,-23.580974,-46.618310,0
01546-SP,01546,SP,SP,sao paulo,55,2,-23.579039,-46.621956,-23.579039,-46.621956,0
01547-SP,01547,SP,SP,sao paulo,29,1,-23.582994,-46.621127,-23.582994,-46.621127,0
01548-SP,01548,SP,SP,sao paulo,77,2,-23.576927,-46.613421,-23.576927,-46.613421,0
01549-SP,01549,SP,SP,sao paulo,72,2,-23.576318,-46.615587,-23.576318,-46.615587,0
01550-SP,01550,SP,SP,sao paulo,35,2,-23.573057,-46.616151,-23.573057,-46.616151,0
01551-SP,01551,SP,SP,sao paulo,38,2,-23.572738,-46.612680,-23.572738,-46.612680,0
01552-SP,01552,SP,SP,sao paulo,59,2,-23.569491,-46.611322,-23.569491,-46.611322,0
01553-SP,01553,SP,SP,sao paulo,10,2,-23.574488,-46.609198,-23.574488,-46.609198,0
02009-SP,02009,SP,SP,sao paulo,1,1,-23.515799,-46.641139,-23.515799,-46.641139,0
02010-SP,02010,SP,SP,sao paulo,27,2,-23.510562,-46.626355,-23.510562,-46.626355,0
02011-SP,02011,SP,SP,sao paulo,17,2,-23.504385,-46.626621,-23.504385,-46.626621,0
02012-SP,02012,SP,SP,sao paulo,42,2,-23.513066,-46.631968,-23.513066,-46.631968,0
02013-SP,02013,SP,SP,sao paulo,117,2,-23.502206,-46.633115,-23.502206,-46.633115,0
02016-SP,02016,SP,SP,sao paulo,42,2,-23.503985,-46.625672,-23.503985,-46.625672,0
02017-SP,02017,SP,SP,sao paulo,91,2,-23.500743,-46.634695,-23.500743,-46.634695,0
02018-SP,02018,SP,SP,sao paulo,74,2,-23.495704,-46.629707,-23.495704,-46.629707,0
02019-SP,02019,SP,SP,sao paulo,22,2,-23.498263,-46.629652,-23.498263,-46.629652,0
02020-SP,02020,SP,SP,sao paulo,90,2,-23.496469,-46.633293,-23.496469,-46.633293,0
02021-SP,02021,SP,SP,sao paulo,101,2,-23.498309,-46.635886,-23.498309,-46.635886,0
02022-SP,02022,SP,SP,sao paulo,144,2,-23.504074,-46.637671,-23.504074,-46.637671,0
02028-SP,02028,SP,SP,sao paulo,9,2,-23.508703,-46.618337,-23.508703,-46.618337,0
02029-SP,02029,SP,SP,sao paulo,25,2,-23.509362,-46.619344,-23.509362,-46.619344,0
02030-SP,02030,SP,SP,sao paulo,5,2,-23.505871,-46.624683,-23.505871,-46.624683,0
02031-SP,02031,SP,SP,sao paulo,6,1,-23.510063,-46.625778,-23.510063,-46.625778,0
02032-SP,02032,SP,SP,sao paulo,8,2,-23.511068,-46.623850,-23.511068,-46.623850,0
02033-SP,02033,SP,SP,sao paulo,58,2,-23.499900,-46.615050,-23.499900,-46.615050,0
02034-SP,02034,SP,SP,sao paulo,42,2,-23.504073,-46.624144,-23.504073,-46.624144,0
02035-SP,02035,SP,SP,sao paulo,51,2,-23.496211,-46.622825,-23.496211,-46.622825,0
02036-SP,02036,SP,SP,sao paulo,47,2,-23.501744,-46.620803,-23.501744,-46.620803,0
02037-SP,02037,SP,SP,sao paulo,56,2,-23.499718,-46.620555,-23.499718,-46.620555,0
02038-SP,02038,SP,SP,sao paulo,42,2,-23.495238,-46.624162,-23.495238,-46.624162,0
02039-SP,02039,SP,SP,sao paulo,31,2,-23.493025,-46.621603,-23.493025,-46.621603,0
02040-SP,02040,SP,SP,sao paulo,55,2,-23.489660,-46.622572,-23.489660,-46.622572,0
02041-SP,02041,SP,SP,sao paulo,33,2,-23.490626,-46.623080,-23.490626,-46.623080,0
02042-SP,02042,SP,SP,sao paulo,40,2,-23.494234,-46.616377,-23.494234,-46.616377,0
02043-SP,02043,SP,SP,sao paulo,60,2,-23.489943,-46.616124,-23.489943,-46.616124,0
02044-SP,02044,SP,SP,sao paulo,27,2,-23.495725,-46.618788,-23.495725,-46.618788,0
02045-SP,02045,SP,SP,sao paulo,30,2,-23.496146,-46.616403,-23.496146,-46.616403,0
02046-SP,02046,SP,SP,sao paulo,29,2,-23.492280,-46.611769,-23.492280,-46.611769,0
02047-SP,02047,SP,SP,sao paulo,6,1,-23.517216,-46.618674,-23.517216,-46.618674,0
02049-SP,02049,SP,SP,sao paulo,2,2,-23.514167,-46.617366,-23.514167,-46.617366,0
02050-SP,02050,SP,SP,sao paulo,44,2,-23.517344,-46.612135,-23.517344,-46.612135,0
02051-SP,02051,SP,SP,sao paulo,24,2,-23.509988,-46.607764,-23.509988,-46.607764,0
02052-SP,02052,SP,SP,sao paulo,9,2,-23.512974,-46.607784,-23.512974,-46.607784,0
02053-SP,02053,SP,SP,sao paulo,20,1,-23.513228,-46.602793,-23.513228,-46.602793,0
02054-SP,02054,SP,SP,sao paulo,34,2,-23.517196,-46.606699,-23.517196,-46.606699,0
02055-SP,02055,SP,SP,sao paulo,21,2,-23.514030,-46.607126,-23.514030,-46.607126,0
02056-SP,02056,SP,SP,sao paulo,19,2,-23.512302,-46.602788,-23.512302,-46.602788,0
02060-SP,02060,SP,SP,sao paulo,34,2,-23.519005,-46.602861,-23.519005,-46.602861,0
02064-SP,02064,SP,SP,sao paulo,18,2,-23.517677,-46.597965,-23.517677,-46.597965,0
02065-SP,02065,SP,SP,sao paulo,26,2,-23.507711,-46.605369,-23.507711,-46.605369,0
02066-SP,02066,SP,SP,sao paulo,74,2,-23.508643,-46.605296,-23.508643,-46.605296,0
02067-SP,02067,SP,SP,sao paulo,40,2,-23.506720,-46.603653,-23.506720,-46.603653,0
02068-SP,02068,SP,SP,sao paulo,49,2,-23.505133,-46.612375,-23.505133,-46.612375,0
02069-SP,02069,SP,SP,sao paulo,19,2,-23.505534,-46.613928,-23.505534,-46.613928,0
02071-SP,02071,SP,SP,sao paulo,30,2,-23.504279,-46.606428,-23.504279,-46.606428,0
02072-SP,02072,SP,SP,sao paulo,69,2,-23.500165,-46.604055,-23.500165,-46.604055,0
02073-SP,02073,SP,SP,sao paulo,34,2,-23.501832,-46.607134,-23.501832,-46.607134,0
02074-SP,02074,SP,SP,sao paulo,39,2,-23.505220,-46.600448,-23.505220,-46.600448,0
02075-SP,02075,SP,SP,sao paulo,71,2,-23.505454,-46.602327,-23.505454,-46.602327,0
02076-SP,02076,SP,SP,sao paulo,30,2,-23.504661,-46.599098,-23.504661,-46.599098,0
02077-SP,02077,SP,SP,sao paulo,29,2,-23.502316,-46.597294,-23.502316,-46.597294,0
02078-SP,02078,SP,SP,sao paulo,41,2,-23.502248,-46.595610,-23.502248,-46.595610,0
02079-SP,02079,SP,SP,sao paulo,28,2,-23.499288,-46.605785,-23.499288,-46.605785,0
02080-SP,02080,SP,SP,sao paulo,12,2,-23.497670,-46.605362,-23.497670,-46.605362,0
02081-SP,02081,SP,SP,sao paulo,17,2,-23.495841,-46.604699,-23.495841,-46.604699,0
02082-SP,02082,SP,SP,sao paulo,56,2,-23.494597,-46.607167,-23.494597,-46.607167,0
02083-SP,02083,SP,SP,sao paulo,64,2,-23.495321,-46.597936,-23.495321,-46.597936,0
02084-SP,02084,SP,SP,sao paulo,24,2,-23.497275,-46.599743,-23.497275,-46.599743,0
02085-SP,02085,SP,SP,sao paulo,15,1,-23.497953,-46.612968,-23.497953,-46.612968,0
02088-SP,02088,SP,SP,sao paulo,1,1,-23.504240,-46.620742,-23.504240,-46.620742,0
02089-SP,02089,SP,SP,sao paulo,2,1,-23.517094,-46.616673,-23.517094,-46.616673,0
02110-SP,02110,SP,SP,sao paulo,18,2,-23.519097,-46.595539,-23.519097,-46.595539,0
02111-SP,02111,SP,SP,sao paulo,37,2,-23.517643,-46.592757,-23.517643,-46.592757,0
02112-SP,02112,SP,SP,sao paulo,46,2,-23.517449,-46.590451,-23.517449,-46.590451,0
02113-SP,02113,SP,SP,sao paulo,24,2,-23.517720,-46.589227,-23.517720,-46.589227,0
02114-SP,02114,SP,SP,sao paulo,39,2,-23.522318,-46.590615,-23.522318,-46.590615,0
02115-SP,02115,SP,SP,sao paulo,25,2,-23.526590,-46.591693,-23.526590,-46.591693,0
02116-RN,02116,RN,RN,são paulo,1,1,-23.515978,-46.582170,-23.515978,-46.582170,0
02116-SP,02116,SP,SP,sao paulo,12,2,-23.520455,-46.585496,-23.520455,-46.585496,0
02117-SP,02117,SP,SP,sao paulo,40,2,-23.518655,-46.593660,-23.518655,-46.593660,0
02118-SP,02118,SP,SP,sao paulo,16,2,-23.515007,-46.592775,-23.515007,-46.592775,0
02119-SP,02119,SP,SP,sao paulo,29,2,-23.512208,-46.592639,-23.512208,-46.592639,0
02120-SP,02120,SP,SP,sao paulo,27,2,-23.510824,-46.593886,-23.510824,-46.593886,0
02121-SP,02121,SP,SP,sao paulo,19,2,-23.512229,-46.589683,-23.512229,-46.589683,0
02122-SP,02122,SP,SP,sao paulo,33,2,-23.511966,-46.583864,-23.511966,-46.583864,0
02123-SP,02123,SP,SP,sao paulo,23,2,-23.511838,-46.579442,-23.511838,-46.579442,0
02124-SP,02124,SP,SP,sao paulo,76,2,-23.506977,-46.577121,-23.506977,-46.577121,0
02125-SP,02125,SP,SP,sao paulo,32,2,-23.509840,-46.586803,-23.509840,-46.586803,0
02126-SP,02126,SP,SP,sao paulo,23,2,-23.506898,-46.591751,-23.506898,-46.591751,0
02127-SP,02127,SP,SP,sao paulo,45,2,-23.505598,-46.587266,-23.505598,-46.587266,0
02128-SP,02128,SP,SP,sao paulo,23,2,-23.505020,-46.593943,-23.505020,-46.593943,0
02129-SP,02129,SP,SP,sao paulo,25,2,-23.503719,-46.588291,-23.503719,-46.588291,0
02130-SP,02130,SP,SP,sao paulo,49,2,-23.508467,-46.583564,-23.508467,-46.583564,0
02131-SP,02131,SP,SP,sao paulo,58,2,-23.504329,-46.582509,-23.504329,-46.582509,0
02132-SP,02132,SP,SP,sao paulo,47,2,-23.501321,-46.577657,-23.501321,-46.577657,0
02133-SP,02133,SP,SP,sao paulo,34,2,-23.499081,-46.584725,-23.499081,-46.584725,0
02134-SP,02134,SP,SP,sao paulo,33,2,-23.498613,-46.579786,-23.498613,-46.579786,0
02135-SP,02135,SP,SP,sao paulo,33,2,-23.497932,-46.584612,-23.497932,-46.584612,0
02136-SP,02136,SP,SP,sao paulo,25,2,-23.498754,-46.582377,-23.498754,-46.582377,0
02137-SP,02137,SP,SP,sao paulo,7,2,-23.497953,-46.576119,-23.497953,-46.576119,0
02138-SP,02138,SP,SP,sao paulo,31,2,-23.493464,-46.574517,-23.493464,-46.574517,0
02139-SP,02139,SP,SP,sao paulo,14,2,-23.490468,-46.573530,-23.490468,-46.573530,0
02141-SP,02141,SP,SP,sao paulo,36,2,-23.488987,-46.570653,-23.488987,-46.570653,0
02142-SP,02142,SP,SP,sao paulo,5,2,-23.510199,-46.576718,-23.510199,-46.576718,0
02143-SP,02143,SP,SP,sao paulo,27,2,-23.507217,-46.574967,-23.507217,-46.574967,0
02144-SP,02144,SP,SP,sao paulo,15,2,-23.503696,-46.570756,-23.503696,-46.570756,0
02145-SP,02145,SP,SP,sao paulo,3,1,-23.502357,-46.566259,-23.502357,-46.566259,0
02146-SP,02146,SP,SP,sao paulo,1,1,-23.500957,-46.570882,-23.500957,-46.570882,0
02147-SP,02147,SP,SP,sao paulo,2,2,-23.498362,-46.565167,-23.498362,-46.565167,0
02150-SP,02150,SP,SP,sao paulo,15,2,-23.494035,-46.568633,-23.494035,-46.568633,0
02151-SP,02151,SP,SP,sao paulo,9,2,-23.496963,-46.569553,-23.496963,-46.569553,0
02152-SP,02152,SP,SP,sao paulo,12,2,-23.497361,-46.572232,-23.497361,-46.572232,0
02161-SP,02161,SP,SP,sao paulo,45,2,-23.490165,-46.569284,-23.490165,-46.569284,0
02162-SP,02162,SP,SP,sao paulo,5,2,-23.490653,-46.562831,-23.490653,-46.562831,0
02166-SP,02166,SP,SP,sao paulo,17,2,-23.525209,-46.584022,-23.525209,-46.584022,0
02167-SP,02167,SP,SP,sao paulo,67,2,-23.522696,-46.581620,-23.522696,-46.581620,0
02168-SP,02168,SP,SP,sao paulo,10,2,-23.520606,-46.579503,-23.520606,-46.579503,0
02169-SP,02169,SP,SP,sao paulo,45,2,-23.549585,-46.620300,-23.549585,-46.620300,0
02170-SP,02170,SP,SP,sao paulo,8,2,-23.525644,-46.577013,-23.525644,-46.577013,0
02174-SP,02174,SP,SP,sao paulo,20,2,-23.522924,-46.572425,-23.522924,-46.572425,0
02175-SP,02175,SP,SP,sao paulo,4,1,-23.515887,-46.574892,-23.515887,-46.574892,0
02176-SP,02176,SP,SP,sao paulo,21,2,-23.513599,-46.573065,-23.513599,-46.573065,0
02177-SP,02177,SP,SP,sao paulo,10,2,-23.508734,-46.558530,-23.508734,-46.558530,0
02178-SP,02178,SP,SP,sao paulo,28,2,-23.521665,-46.570524,-23.521665,-46.570524,0
02179-SP,02179,SP,SP,sao paulo,42,2,-23.520410,-46.568235,-23.520410,-46.568235,0
02180-SP,02180,SP,SP,sao paulo,32,2,-23.519211,-46.565956,-23.519211,-46.565956,0
02181-SP,02181,SP,SP,sao paulo,29,2,-23.518687,-46.561021,-23.518687,-46.561021,0
02185-SP,02185,SP,SP,sao paulo,51,2,-23.514699,-46.567486,-23.514699,-46.567486,0
02186-SP,02186,SP,SP,sao paulo,41,2,-23.514056,-46.569060,-23.514056,-46.569060,0
02187-SP,02187,SP,SP,sao paulo,15,2,-23.515871,-46.564910,-23.515871,-46.564910,0
02188-SP,02188,SP,SP,sao paulo,16,2,-23.509466,-46.566982,-23.509466,-46.566982,0
02189-SP,02189,SP,SP,sao paulo,14,2,-23.507787,-46.567468,-23.507787,-46.567468,0
02190-SP,02190,SP,SP,sao paulo,22,2,-23.507148,-46.563973,-23.507148,-46.563973,0
02201-SP,02201,SP,SP,sao paulo,62,2,-23.486229,-46.592006,-23.486229,-46.592006,0
02202-SP,02202,SP,SP,sao paulo,32,2,-23.493049,-46.594815,-23.493049,-46.594815,0
02203-SP,02203,SP,SP,sao paulo,32,2,-23.491871,-46.591348,-23.491871,-46.591348,0
02204-SP,02204,SP,SP,sao paulo,40,2,-23.487411,-46.592162,-23.487411,-46.592162,0
02205-SP,02205,SP,SP,sao paulo,30,2,-23.487988,-46.591194,-23.487988,-46.591194,0
02206-SP,02206,SP,SP,sao paulo,34,2,-23.484621,-46.594045,-23.484621,-46.594045,0
02207-SP,02207,SP,SP,sao paulo,12,2,-23.485985,-46.588189,-23.485985,-46.588189,0
02208-SP,02208,SP,SP,sao paulo,34,2,-23.483016,-46.589519,-23.483016,-46.589519,0
02209-SP,02209,SP,SP,sao paulo,54,2,-23.485126,-46.585378,-23.485126,-46.585378,0
02210-SP,02210,SP,SP,sao paulo,55,2,-23.482560,-46.582102,-23.482560,-46.582102,0
02211-SP,02211,SP,SP,sao paulo,25,2,-23.497399,-46.593605,-23.497399,-46.593605,0
02212-SP,02212,SP,SP,sao paulo,17,2,-23.495647,-46.589259,-23.495647,-46.589259,0
02213-SP,02213,SP,SP,sao paulo,18,2,-23.496166,-46.588126,-23.496166,-46.588126,0
02214-SP,02214,SP,SP,sao paulo,24,2,-23.492851,-46.586798,-23.492851,-46.586798,0
02215-SP,02215,SP,SP,sao paulo,42,2,-23.490759,-46.583369,-23.490759,-46.583369,0
02216-SP,02216,SP,SP,sao paulo,22,2,-23.493058,-46.579784,-23.493058,-46.579784,0
02217-SP,02217,SP,SP,sao paulo,43,2,-23.490354,-46.580176,-23.490354,-46.580176,0
02218-SP,02218,SP,SP,sao paulo,27,2,-23.486787,-46.584808,-23.486787,-46.584808,0
02219-SP,02219,SP,SP,sao paulo,55,2,-23.490777,-46.585927,-23.490777,-46.585927,0
02220-SP,02220,SP,SP,sao paulo,66,2,-23.489761,-46.577677,-23.489761,-46.577677,0
02221-SP,02221,SP,SP,sao paulo,37,2,-23.481506,-46.581420,-23.481506,-46.581420,0
02222-SP,02222,SP,SP,sao paulo,36,2,-23.482556,-46.575586,-23.482556,-46.575586,0
02223-SP,02223,SP,SP,sao paulo,63,2,-23.481637,-46.580167,-23.481637,-46.580167,0
02224-SP,02224,SP,SP,sao paulo,35,2,-23.484505,-46.573774,-23.484505,-46.573774,0
02225-SP,02225,SP,SP,sao paulo,56,2,-23.482722,-46.575107,-23.482722,-46.575107,0
02226-SP,02226,SP,SP,sao paulo,63,2,-23.480130,-46.573622,-23.480130,-46.573622,0
02227-SP,02227,SP,SP,sao paulo,70,2,-23.478725,-46.572374,-23.478725,-46.572374,0
02228-SP,02228,SP,SP,sao paulo,29,2,-23.475496,-46.571542,-23.475496,-46.571542,0
02229-SP,02229,SP,SP,sao paulo,50,2,-23.476573,-46.568820,-23.476573,-46.568820,0
02230-SP,02230,SP,SP,sao paulo,45,2,-23.483775,-46.563659,-23.483775,-46.563659,0
02231-SP,02231,SP,SP,sao paulo,18,2,-23.476876,-46.565263,-23.476876,-46.565263,0
02232-SP,02232,SP,SP,sao paulo,25,2,-23.475701,-46.563973,-23.475701,-46.563973,0
02233-SP,02233,SP,SP,sao paulo,26,2,-23.477656,-46.564577,-23.477656,-46.564577,0
02234-SP,02234,SP,SP,sao paulo,48,2,-23.478539,-46.569545,-23.478539,-46.569545,0
02235-SP,02235,SP,SP,sao paulo,27,2,-23.479333,-46.575940,-23.479333,-46.575940,0
02236-SP,02236,SP,SP,sao paulo,40,2,-23.472603,-46.568160,-23.472603,-46.568160,0
02237-SP,02237,SP,SP,sao paulo,8,1,-23.513121,-46.586472,-23.513121,-46.586472,0
02238-SP,02238,SP,SP,sao paulo,62,2,-23.471205,-46.571583,-23.471205,-46.571583,0
02239-SP,02239,SP,SP,sao paulo,15,2,-23.485303,-46.609060,-23.485303,-46.609060,0
02240-SP,02240,SP,SP,sao paulo,5,1,-23.477886,-46.602212,-23.477886,-46.602212,0
02241-SP,02241,SP,SP,sao paulo,51,2,-23.490669,-46.607439,-23.490669,-46.607439,0
02242-SP,02242,SP,SP,sao paulo,79,2,-23.487615,-46.603991,-23.487615,-46.603991,0
02243-SP,02243,SP,SP,sao paulo,63,2,-23.491618,-46.603869,-23.491618,-46.603869,0
02244-SP,02244,SP,SP,sao paulo,89,2,-23.488515,-46.604866,-23.488515,-46.604866,0
02245-SP,02245,SP,SP,sao paulo,46,2,-23.484777,-46.606594,-23.484777,-46.606594,0
02246-SP,02246,SP,SP,sao paulo,16,2,-23.488712,-46.601687,-23.488712,-46.601687,0
02247-SP,02247,SP,SP,sao paulo,32,2,-23.486067,-46.601242,-23.486067,-46.601242,0
02248-SP,02248,SP,SP,sao paulo,34,2,-23.483179,-46.599433,-23.483179,-46.599433,0
02249-SP,02249,SP,SP,sao paulo,25,2,-23.488876,-46.597089,-23.488876,-46.597089,0
02250-SP,02250,SP,SP,sao paulo,40,2,-23.486517,-46.596216,-23.486517,-46.596216,0
02251-SP,02251,SP,SP,sao paulo,43,2,-23.477521,-46.590340,-23.477521,-46.590340,0
02252-SP,02252,SP,SP,sao paulo,15,2,-23.478744,-46.588317,-23.478744,-46.588317,0
02253-SP,02253,SP,SP,sao paulo,13,1,-23.479354,-46.595500,-23.479354,-46.595500,0
02254-SP,02254,SP,SP,sao paulo,54,2,-23.481247,-46.593405,-23.481247,-46.593405,0
02255-SP,02255,SP,SP,sao paulo,29,2,-23.476901,-46.591938,-23.476901,-46.591938,0
02256-SP,02256,SP,SP,sao paulo,47,2,-23.475325,-46.587214,-23.475325,-46.587214,0
02257-SP,02257,SP,SP,sao paulo,37,2,-23.472896,-46.583177,-23.472896,-46.583177,0
02258-SP,02258,SP,SP,sao paulo,30,2,-23.475983,-46.581905,-23.475983,-46.581905,0
02259-SP,02259,SP,SP,sao paulo,44,2,-23.471753,-46.580965,-23.471753,-46.580965,0
02260-SP,02260,SP,SP,sao paulo,38,2,-23.469197,-46.579609,-23.469197,-46.579609,0
02261-SP,02261,SP,SP,sao paulo,34,2,-23.467505,-46.577296,-23.467505,-46.577296,0
02262-SP,02262,SP,SP,sao paulo,22,2,-23.465516,-46.574829,-23.465516,-46.574829,0
02263-SP,02263,SP,SP,sao paulo,24,2,-23.463478,-46.575808,-23.463478,-46.575808,0
02264-SP,02264,SP,SP,sao paulo,11,2,-23.462336,-46.576559,-23.462336,-46.576559,0
02265-SP,02265,SP,SP,sao paulo,35,2,-23.474254,-46.592025,-23.474254,-46.592025,0
02266-SP,02266,SP,SP,sao paulo,29,2,-23.477149,-46.598187,-23.477149,-46.598187,0
02267-SP,02267,SP,SP,sao paulo,20,2,-23.478737,-46.600736,-23.478737,-46.600736,0
02268-SP,02268,SP,SP,sao paulo,25,2,-23.469811,-46.594889,-23.469811,-46.594889,0
02269-SP,02269,SP,SP,sao paulo,14,2,-23.472080,-46.595977,-23.472080,-46.595977,0
02270-SP,02270,SP,SP,sao paulo,26,2,-23.472488,-46.593040,-23.472488,-46.593040,0
02271-SP,02271,SP,SP,sao paulo,36,2,-23.469699,-46.589960,-23.469699,-46.589960,0
02272-SP,02272,SP,SP,sao paulo,19,2,-23.469254,-46.586680,-23.469254,-46.586680,0
02273-SP,02273,SP,SP,sao paulo,45,2,-23.463514,-46.586237,-23.463514,-46.586237,0
02274-SP,02274,SP,SP,sao paulo,16,2,-23.467052,-46.587921,-23.467052,-46.587921,0
02275-SP,02275,SP,SP,sao paulo,27,2,-23.465700,-46.590269,-23.465700,-46.590269,0
02276-SP,02276,SP,SP,sao paulo,53,2,-23.461193,-46.584098,-23.461193,-46.584098,0
02277-SP,02277,SP,SP,sao paulo,7,2,-23.463674,-46.581783,-23.463674,-46.581783,0
02278-SP,02278,SP,SP,sao paulo,33,2,-23.462797,-46.579625,-23.462797,-46.579625,0
02279-SP,02279,SP,SP,sao paulo,39,2,-23.466873,-46.580002,-23.466873,-46.580002,0
02280-SP,02280,SP,SP,sao paulo,16,1,-23.455896,-46.575162,-23.455896,-46.575162,0
02281-SP,02281,SP,SP,sao paulo,53,2,-23.451987,-46.575105,-23.451987,-46.575105,0
02282-SP,02282,SP,SP,sao paulo,9,2,-23.443067,-46.567775,-23.443067,-46.567775,0
02284-SP,02284,SP,SP,sao paulo,5,1,-23.469703,-46.568683,-23.469703,-46.568683,0
02286-SP,02286,SP,SP,sao paulo,1,1,-23.408587,-46.579603,-23.408587,-46.579603,0
02288-SP,02288,SP,SP,sao paulo,8,2,-23.433726,-46.570858,-23.433726,-46.570858,0
02289-SP,02289,SP,SP,sao paulo,5,2,-23.418498,-46.582688,-23.418498,-46.582688,0
02290-SP,02290,SP,SP,sao paulo,3,2,-23.600462,-46.655318,-23.600462,-46.655318,0
02301-SP,02301,SP,SP,sao paulo,57,2,-23.488664,-46.615019,-23.488664,-46.615019,0
02302-SP,02302,SP,SP,sao paulo,26,2,-23.486037,-46.614011,-23.486037,-46.614011,0
02303-SP,02303,SP,SP,sao paulo,47,2,-23.482010,-46.610501,-23.482010,-46.610501,0
02304-SP,02304,SP,SP,sao paulo,4,1,-23.480824,-46.605459,-23.480824,-46.605459,0
02305-SP,02305,SP,SP,sao paulo,7,2,-23.480094,-46.606765,-23.480094,-46.606765,0
02306-SP,02306,SP,SP,sao paulo,73,2,-23.463369,-46.603478,-23.463369,-46.603478,0
02307-SP,02307,SP,SP,sao paulo,28,2,-23.480891,-46.607277,-23.480891,-46.607277,0
02308-SP,02308,SP,SP,sao paulo,71,2,-23.476418,-46.604210,-23.476418,-46.604210,0
02309-SP,02309,SP,SP,sao paulo,45,2,-23.475673,-46.604735,-23.475673,-46.604735,0
02310-SP,02310,SP,SP,sao paulo,108,2,-23.472815,-46.600729,-23.472815,-46.600729,0
02311-SP,02311,SP,SP,sao paulo,42,2,-23.469123,-46.601680,-23.469123,-46.601680,0
02312-SP,02312,SP,SP,sao paulo,34,2,-23.464805,-46.598712,-23.464805,-46.598712,0
02313-SP,02313,SP,SP,sao paulo,34,2,-23.463955,-46.599900,-23.463955,-46.599900,0
02314-SP,02314,SP,SP,sao paulo,30,2,-23.462064,-46.599348,-23.462064,-46.599348,0
02315-SP,02315,SP,SP,sao paulo,41,2,-23.459996,-46.599750,-23.459996,-46.599750,0
02316-SP,02316,SP,SP,sao paulo,51,2,-23.462266,-46.593840,-23.462266,-46.593840,0
02317-SP,02317,SP,SP,sao paulo,43,2,-23.458119,-46.593167,-23.458119,-46.593167,0
02318-SP,02318,SP,SP,sao paulo,77,2,-23.450859,-46.590111,-23.450859,-46.590111,0
02319-SP,02319,SP,SP,sao paulo,47,2,-23.449721,-46.593364,-23.449721,-46.593364,0
02320-SP,02320,SP,SP,sao paulo,22,2,-23.451350,-46.598424,-23.451350,-46.598424,0
02321-SP,02321,SP,SP,sao paulo,24,2,-23.447202,-46.588978,-23.447202,-46.588978,0
02322-SP,02322,SP,SP,sao paulo,40,2,-23.445706,-46.593699,-23.445706,-46.593699,0
02323-SP,02323,SP,SP,sao paulo,56,2,-23.456325,-46.601097,-23.456325,-46.601097,0
02324-SP,02324,SP,SP,sao paulo,48,2,-23.477956,-46.598477,-23.477956,-46.598477,0
02325-SP,02325,SP,SP,sao paulo,23,2,-23.453537,-46.586041,-23.453537,-46.586041,0
02326-SP,02326,SP,SP,sao paulo,28,2,-23.472218,-46.602473,-23.472218,-46.602473,0
02327-SP,02327,SP,SP,sao paulo,21,2,-23.447210,-46.566678,-23.447210,-46.566678,0
02328-SP,02328,SP,SP,sao paulo,12,2,-23.518916,-46.597307,-23.518916,-46.597307,0
02329-SP,02329,SP,SP,sao paulo,17,2,-23.483603,-46.606677,-23.483603,-46.606677,0
02330-SP,02330,SP,SP,sao paulo,58,2,-23.485554,-46.617491,-23.485554,-46.617491,0
02331-SP,02331,SP,SP,sao paulo,33,2,-23.483924,-46.616226,-23.483924,-46.616226,0
02332-SP,02332,SP,SP,sao paulo,44,2,-23.482714,-46.621553,-23.482714,-46.621553,0
02333-SP,02333,SP,SP,sao paulo,24,2,-23.480670,-46.621377,-23.480670,-46.621377,0
02334-SP,02334,SP,SP,sao paulo,55,2,-23.483995,-46.619584,-23.483995,-46.619584,0
