geolocation_zip_state_id,geolocation_zip_code_prefix,geolocation_state,region_id,representative_city,observation_count,distinct_city_count,latitude_mean_all,longitude_mean_all,latitude_mean_in_broad_bbox,longitude_mean_in_broad_bbox,broad_bbox_outlier_count
13486-SP,13486,SP,SP,limeira,137,1,-22.565965,-47.383806,-22.565965,-47.383806,0
13487-SP,13487,SP,SP,limeira,59,1,-22.583826,-47.376386,-22.583826,-47.376386,0
13490-SP,13490,SP,SP,cordeiropolis,96,2,-22.481764,-47.459958,-22.481764,-47.459958,0
13495-SP,13495,SP,SP,iracemapolis,97,2,-22.586590,-47.514345,-22.586590,-47.514345,0
13500-SP,13500,SP,SP,rio claro,343,1,-22.408952,-47.563680,-22.408952,-47.563680,0
13501-SP,13501,SP,SP,rio claro,135,1,-22.425778,-47.560437,-22.425778,-47.560437,0
13502-SP,13502,SP,SP,rio claro,208,1,-22.436043,-47.580356,-22.436043,-47.580356,0
13503-SP,13503,SP,SP,rio claro,213,1,-22.412927,-47.579296,-22.412927,-47.579296,0
13504-SP,13504,SP,SP,rio claro,218,1,-22.392137,-47.577681,-22.392137,-47.577681,0
13505-SP,13505,SP,SP,rio claro,149,1,-22.378490,-47.565195,-22.378490,-47.565195,0
13506-SP,13506,SP,SP,rio claro,375,1,-22.391766,-47.548511,-22.391766,-47.548511,0
13507-SP,13507,SP,SP,rio claro,1,1,-22.414929,-47.554698,-22.414929,-47.554698,0
13508-SP,13508,SP,SP,rio claro,1,1,-22.411490,-47.570963,-22.411490,-47.570963,0
13509-SP,13509,SP,SP,rio claro,2,1,-22.421293,-47.571157,-22.421293,-47.571157,0
13510-SP,13510,SP,SP,santa gertrudes,142,1,-22.453205,-47.534630,-22.453205,-47.534630,0
13515-SP,13515,SP,SP,charqueada,95,1,-22.511338,-47.775884,-22.511338,-47.775884,0
13520-SP,13520,SP,SP,sao pedro,202,2,-22.551245,-47.906596,-22.551245,-47.906596,0
13525-SP,13525,SP,SP,aguas de sao pedro,24,2,-22.602482,-47.871430,-22.602482,-47.871430,0
13530-SP,13530,SP,SP,itirapina,80,1,-22.252003,-47.815431,-22.252003,-47.815431,0
13537-SP,13537,SP,SP,ipeuna,35,2,-22.435506,-47.712837,-22.435506,-47.712837,0
13540-SP,13540,SP,SP,corumbatai,29,2,-22.228276,-47.622973,-22.228276,-47.622973,0
13550-SP,13550,SP,SP,analandia,28,1,-22.124483,-47.662340,-22.124483,-47.662340,0
13560-SP,13560,SP,SP,sao carlos,431,2,-22.015004,-47.890181,-22.015004,-47.890181,0
13561-SP,13561,SP,SP,sao carlos,153,2,-22.014452,-47.908417,-22.014452,-47.908417,0
13562-SP,13562,SP,SP,sao carlos,123,2,-22.004958,-47.914736,-22.004958,-47.914736,0
13563-SP,13563,SP,SP,sao carlos,168,2,-21.986829,-47.925618,-21.986829,-47.925618,0
13564-SP,13564,SP,SP,sao carlos,117,2,-21.996127,-47.900957,-21.996127,-47.900957,0
13565-SP,13565,SP,SP,sao carlos,148,2,-21.972779,-47.894128,-21.972779,-47.894128,0
13566-SP,13566,SP,SP,sao carlos,159,2,-21.999484,-47.887504,-21.999484,-47.887504,0
13567-SP,13567,SP,SP,sao carlos,107,2,-22.006977,-47.870403,-22.006977,-47.870403,0
13568-SP,13568,SP,SP,sao carlos,162,2,-22.005221,-47.856216,-22.005221,-47.856216,0
13569-SP,13569,SP,SP,sao carlos,103,2,-22.016927,-47.874571,-22.016927,-47.874571,0
13570-SP,13570,SP,SP,sao carlos,99,2,-22.030323,-47.879492,-22.030323,-47.879492,0
13571-SP,13571,SP,SP,sao carlos,55,2,-22.031775,-47.867846,-22.031775,-47.867846,0
13572-SP,13572,SP,SP,sao carlos,84,2,-22.042499,-47.892100,-22.042499,-47.892100,0
13573-SP,13573,SP,SP,sao carlos,76,2,-22.060051,-47.902462,-22.060051,-47.902462,0
13574-SP,13574,SP,SP,sao carlos,136,2,-22.027570,-47.900722,-22.027570,-47.900722,0
13575-SP,13575,SP,SP,sao carlos,151,2,-22.033506,-47.908925,-22.033506,-47.908925,0
13578-SP,13578,SP,SP,agua vermelha,1,1,-21.893562,-47.890985,-21.893562,-47.890985,0
13579-SP,13579,SP,SP,santa eudóxia,1,1,-22.436216,-46.828238,-22.436216,-46.828238,0
13580-SP,13580,SP,SP,ribeirao bonito,41,2,-22.081624,-48.220362,-22.081624,-48.220362,0
13590-SP,13590,SP,SP,dourado,66,1,-22.111604,-48.314429,-22.111604,-48.314429,0
13600-SP,13600,SP,SP,araras,195,1,-22.355359,-47.384916,-22.355359,-47.384916,0
13601-SP,13601,SP,SP,araras,111,1,-22.370061,-47.388875,-22.370061,-47.388875,0
13602-SP,13602,SP,SP,araras,31,1,-22.364590,-47.394985,-22.364590,-47.394985,0
13603-SP,13603,SP,SP,araras,122,1,-22.349908,-47.400753,-22.349908,-47.400753,0
13604-SP,13604,SP,SP,araras,149,1,-22.336250,-47.381167,-22.336250,-47.381167,0
13605-SP,13605,SP,SP,araras,21,1,-22.346405,-47.369016,-22.346405,-47.369016,0
13606-SP,13606,SP,SP,araras,116,1,-22.354067,-47.335095,-22.354067,-47.335095,0
13607-SP,13607,SP,SP,araras,245,1,-22.369170,-47.362793,-22.369170,-47.362793,0
13608-SP,13608,SP,SP,araras,1,1,-22.356055,-47.324750,-22.356055,-47.324750,0
13609-SP,13609,SP,SP,araras,42,1,-22.379486,-47.379882,-22.379486,-47.379882,0
13610-SP,13610,SP,SP,leme,188,1,-22.189204,-47.388202,-22.189204,-47.388202,0
13611-SP,13611,SP,SP,leme,80,1,-22.194885,-47.378203,-22.194885,-47.378203,0
13612-SP,13612,SP,SP,leme,37,1,-22.193600,-47.404699,-22.193600,-47.404699,0
13613-SP,13613,SP,SP,leme,66,1,-22.181648,-47.404267,-22.181648,-47.404267,0
13614-SP,13614,SP,SP,leme,59,1,-22.176307,-47.393741,-22.176307,-47.393741,0
13615-SP,13615,SP,SP,leme,42,1,-22.168516,-47.381241,-22.168516,-47.381241,0
13616-SP,13616,SP,SP,leme,44,1,-22.173199,-47.373422,-22.173199,-47.373422,0
13617-SP,13617,SP,SP,leme,110,1,-22.187062,-47.371197,-22.187062,-47.371197,0
13625-SP,13625,SP,SP,santa cruz da conceicao,31,2,-22.138587,-47.454602,-22.138587,-47.454602,0
13630-SP,13630,SP,SP,pirassununga,159,1,-21.994467,-47.428195,-21.994467,-47.428195,0
13631-SP,13631,SP,SP,pirassununga,107,1,-22.016230,-47.423987,-22.016230,-47.423987,0
13632-SP,13632,SP,SP,pirassununga,95,1,-22.013272,-47.415154,-22.013272,-47.415154,0
13633-SP,13633,SP,SP,pirassununga,56,1,-22.018710,-47.430647,-22.018710,-47.430647,0
13634-SP,13634,SP,SP,pirassununga,37,1,-22.001134,-47.436898,-22.001134,-47.436898,0
13635-SP,13635,SP,SP,pirassununga,74,1,-21.974028,-47.427079,-21.974028,-47.427079,0
13636-SP,13636,SP,SP,pirassununga,43,1,-21.990200,-47.415851,-21.990200,-47.415851,0
13638-SP,13638,SP,SP,pirassununga,1,1,-21.984979,-47.414376,-21.984979,-47.414376,0
13640-SP,13640,SP,SP,pirassununga,9,1,-21.945131,-47.367171,-21.945131,-47.367171,0
13641-SP,13641,SP,SP,pirassununga,9,1,-21.931771,-47.369813,-21.931771,-47.369813,0
13643-SP,13643,SP,SP,pirassununga,40,1,-21.954052,-47.372124,-21.954052,-47.372124,0
13650-SP,13650,SP,SP,santa cruz das palmeiras,172,1,-21.826560,-47.248718,-21.826560,-47.248718,0
13660-SP,13660,SP,SP,porto ferreira,340,1,-21.866032,-47.478102,-21.866032,-47.478102,0
13670-SP,13670,SP,SP,santa rita do passa quatro,172,1,-21.703553,-47.482807,-21.703553,-47.482807,0
13690-SP,13690,SP,SP,descalvado,179,1,-21.908634,-47.619584,-21.908634,-47.619584,0
13700-SP,13700,SP,SP,casa branca,166,1,-21.789190,-47.072328,-21.789190,-47.072328,0
13705-SP,13705,SP,SP,lagoa branca,3,1,-21.893037,-47.037501,-21.893037,-47.037501,0
13707-SP,13707,SP,SP,venda branca,2,1,-21.948547,-47.117803,-21.948547,-47.117803,0
13710-SP,13710,SP,SP,tambau,105,2,-21.703495,-47.276354,-21.703495,-47.276354,0
13715-SP,13715,SP,SP,itobi,47,1,-21.733102,-46.972270,-21.733102,-46.972270,0
13720-SP,13720,SP,SP,sao jose do rio pardo,429,2,-21.582987,-46.947759,-21.582987,-46.947759,0
13730-SP,13730,SP,SP,mococa,75,1,-21.466660,-47.005307,-21.466660,-47.005307,0
13731-SP,13731,SP,SP,mococa,37,1,-21.464638,-47.018006,-21.464638,-47.018006,0
13732-SP,13732,SP,SP,mococa,54,1,-21.456484,-47.014127,-21.456484,-47.014127,0
13733-SP,13733,SP,SP,mococa,46,1,-21.456753,-47.005874,-21.456753,-47.005874,0
13734-SP,13734,SP,SP,mococa,19,1,-21.459380,-47.002699,-21.459380,-47.002699,0
13735-SP,13735,SP,SP,mococa,42,1,-21.472892,-46.997082,-21.472892,-46.997082,0
13736-SP,13736,SP,SP,mococa,45,1,-21.481986,-47.005389,-21.481986,-47.005389,0
13737-SP,13737,SP,SP,mococa,46,1,-21.487559,-47.008662,-21.487559,-47.008662,0
13738-SP,13738,SP,SP,mococa,10,1,-21.474140,-47.012745,-21.474140,-47.012745,0
13739-SP,13739,SP,SP,mococa,3,1,-21.471839,-47.033504,-21.471839,-47.033504,0
13750-SP,13750,SP,SP,igarai,15,2,-21.408730,-46.810852,-21.408730,-46.810852,0
13755-SP,13755,SP,SP,sao benedito das areias,7,2,-21.320596,-47.028972,-21.320596,-47.028972,0
13760-SP,13760,SP,SP,tapiratiba,88,1,-21.472496,-46.748499,-21.472496,-46.748499,0
13770-SP,13770,SP,SP,caconde,110,1,-21.528684,-46.645051,-21.528684,-46.645051,0
13780-SP,13780,SP,SP,divinolandia,78,2,-21.661407,-46.736623,-21.661407,-46.736623,0
13790-SP,13790,SP,SP,sao sebastiao da grama,49,2,-21.710871,-46.820835,-21.710871,-46.820835,0
13800-SP,13800,SP,SP,mogi mirim,183,2,-22.437244,-46.965457,-22.437244,-46.965457,0
13801-SP,13801,SP,SP,mogi mirim,95,2,-22.438585,-46.952188,-22.438585,-46.952188,0
13802-SP,13802,SP,SP,mogi mirim,71,2,-22.436900,-46.936526,-22.436900,-46.936526,0
13803-SP,13803,SP,SP,mogi mirim,66,2,-22.461560,-46.974952,-22.461560,-46.974952,0
13804-SP,13804,SP,SP,mogi mirim,1,1,-22.506166,-46.972151,-22.506166,-46.972151,0
13805-SP,13805,SP,SP,mogi mirim,7,2,-22.405908,-46.977898,-22.405908,-46.977898,0
13806-SP,13806,SP,SP,mogi mirim,189,2,-22.420002,-46.968001,-22.420002,-46.968001,0
13807-SP,13807,SP,SP,mogi mirim,97,2,-22.409496,-46.955447,-22.409496,-46.955447,0
13808-SP,13808,SP,SP,mogi mirim,10,2,-22.447056,-46.942777,-22.447056,-46.942777,0
13817-SP,13817,SP,SP,mogi mirim,11,1,-22.522122,-46.954990,-22.522122,-46.954990,0
13820-SP,13820,SP,SP,jaguariuna,520,3,-22.692949,-46.982878,-22.692949,-46.982878,0
13822-SP,13822,SP,SP,jaguariuna,1,1,-22.705482,-46.988273,-22.705482,-46.988273,0
13825-SP,13825,SP,SP,holambra,208,1,-22.633046,-47.052604,-22.633046,-47.052604,0
13830-SP,13830,SP,SP,santo antonio de posse,162,2,-22.605618,-46.920447,-22.605618,-46.920447,0
13835-SP,13835,SP,SP,conchal,191,1,-22.338399,-47.168321,-22.338399,-47.168321,0
13840-SP,13840,SP,SP,mogi-guacu,118,3,-22.366041,-46.938167,-22.366041,-46.938167,0
13841-SP,13841,SP,SP,mogi-guacu,38,3,-22.364963,-46.924386,-22.364963,-46.924386,0
13842-SP,13842,SP,SP,mogi-guacu,30,3,-22.384819,-46.926350,-22.384819,-46.926350,0
13843-SP,13843,SP,SP,mogi-guacu,139,3,-22.383408,-46.935987,-22.383408,-46.935987,0
13844-SP,13844,SP,SP,mogi-guacu,103,3,-22.383437,-46.947927,-22.383437,-46.947927,0
13845-SP,13845,SP,SP,mogi-guacu,145,3,-22.356314,-46.951263,-22.356314,-46.951263,0
13846-SP,13846,SP,SP,mogi-guacu,143,3,-22.332774,-46.949684,-22.332774,-46.949684,0
13847-SP,13847,SP,SP,mogi-guacu,110,3,-22.350097,-46.941156,-22.350097,-46.941156,0
13848-SP,13848,SP,SP,mogi-guacu,194,3,-22.339784,-46.924310,-22.339784,-46.924310,0
13849-SP,13849,SP,SP,mogi-guacu,11,2,-22.261000,-46.978455,-22.261000,-46.978455,0
13855-SP,13855,SP,SP,mogi-guacu,12,4,-22.291319,-47.120362,-22.291319,-47.120362,0
13857-SP,13857,SP,SP,estiva gerbi,50,1,-22.274618,-46.952844,-22.274618,-46.952844,0
13860-SP,13860,SP,SP,aguai,197,2,-22.056969,-46.976119,-22.056969,-46.976119,0
13870-SP,13870,SP,SP,sao joao da boa vista,246,2,-21.973168,-46.794595,-21.973168,-46.794595,0
13871-SP,13871,SP,SP,sao joao da boa vista,65,2,-21.980920,-46.800568,-21.980920,-46.800568,0
13872-SP,13872,SP,SP,sao joao da boa vista,83,2,-21.987862,-46.806814,-21.987862,-46.806814,0
13873-SP,13873,SP,SP,sao joao da boa vista,37,2,-21.955056,-46.798634,-21.955056,-46.798634,0
13874-SP,13874,SP,SP,sao joao da boa vista,159,2,-21.969838,-46.774716,-21.969838,-46.774716,0
13875-SP,13875,SP,SP,sao joao da boa vista,49,2,-21.983442,-46.777834,-21.983442,-46.777834,0
13876-SP,13876,SP,SP,sao joao da boa vista,106,2,-21.995960,-46.782939,-21.995960,-46.782939,0
13877-SP,13877,SP,SP,sao joao da boa vista,15,2,-22.004659,-46.818708,-22.004659,-46.818708,0
13879-SP,13879,SP,SP,sao joao da boa vista,2,1,-21.889080,-46.863609,-21.889080,-46.863609,0
13880-SP,13880,SP,SP,vargem grande do sul,238,1,-21.834919,-46.899186,-21.834919,-46.899186,0
13890-SP,13890,SP,SP,aguas da prata,59,2,-21.940088,-46.713912,-21.940088,-46.713912,0
13895-SP,13895,SP,SP,sao roque da fartura,2,1,-21.836587,-46.743967,-21.836587,-46.743967,0
13900-SP,13900,SP,SP,amparo,163,1,-22.703128,-46.766321,-22.703128,-46.766321,0
13901-SP,13901,SP,SP,amparo,88,1,-22.700251,-46.773319,-22.700251,-46.773319,0
13902-SP,13902,SP,SP,amparo,43,1,-22.704025,-46.752254,-22.704025,-46.752254,0
13903-SP,13903,SP,SP,amparo,51,1,-22.713861,-46.766127,-22.713861,-46.766127,0
13904-SP,13904,SP,SP,amparo,101,1,-22.716116,-46.778039,-22.716116,-46.778039,0
13905-SP,13905,SP,SP,amparo,175,1,-22.710901,-46.801395,-22.710901,-46.801395,0
13908-SP,13908,SP,SP,amparo,22,1,-22.721605,-46.844150,-22.721605,-46.844150,0
13909-SP,13909,SP,SP,amparo,6,1,-22.697794,-46.721401,-22.697794,-46.721401,0
13910-SP,13910,SP,SP,monte alegre do sul,36,3,-22.698918,-46.846496,-22.698918,-46.846496,0
13911-SP,13911,SP,SP,jaguariúna,19,2,-22.701125,-46.988293,-22.701125,-46.988293,0
13912-SP,13912,SP,SP,jaguariuna,23,2,-22.687276,-46.983326,-22.687276,-46.983326,0
13913-SP,13913,SP,SP,jaguariúna,3,2,-22.671261,-46.956625,-22.671261,-46.956625,0
13914-SP,13914,SP,SP,jaguariuna,17,2,-22.677540,-46.981359,-22.677540,-46.981359,0
13915-SP,13915,SP,SP,jaguariuna,6,2,-22.696410,-46.988404,-22.696410,-46.988404,0
13916-SP,13916,SP,SP,jaguariuna,12,2,-22.684656,-46.996709,-22.684656,-46.996709,0
13917-SP,13917,SP,SP,jaguariúna,16,2,-22.696946,-47.006920,-22.696946,-47.006920,0
13918-SP,13918,SP,SP,jaguariúna,1,1,-22.701140,-46.998582,-22.701140,-46.998582,0
13919-SP,13919,SP,SP,jaguariuna,22,2,-22.709362,-46.986723,-22.709362,-46.986723,0
13920-SP,13920,SP,SP,pedreira,408,1,-22.740325,-46.896754,-22.740325,-46.896754,0
13930-SP,13930,SP,SP,serra negra,226,1,-22.614621,-46.709593,-22.614621,-46.709593,0
13940-SP,13940,SP,SP,aguas de lindoia,202,2,-22.477153,-46.619373,-22.477153,-46.619373,0
13950-SP,13950,SP,SP,lindoia,61,2,-22.523412,-46.646397,-22.523412,-46.646397,0
13960-SP,13960,SP,SP,socorro,245,1,-22.596373,-46.507207,-22.596373,-46.507207,0
13970-SP,13970,SP,SP,itapira,90,1,-22.438587,-46.821179,-22.438587,-46.821179,0
13971-SP,13971,SP,SP,itapira,66,1,-22.420275,-46.821699,-22.420275,-46.821699,0
13972-SP,13972,SP,SP,itapira,98,1,-22.432933,-46.814362,-22.432933,-46.814362,0
13973-SP,13973,SP,SP,itapira,98,1,-22.450686,-46.804423,-22.450686,-46.804423,0
13974-SP,13974,SP,SP,itapira,105,1,-22.437810,-46.828876,-22.437810,-46.828876,0
13975-SP,13975,SP,SP,itapira,12,1,-22.434090,-46.841105,-22.434090,-46.841105,0
13976-SP,13976,SP,SP,itapira,114,1,-22.423670,-46.832374,-22.423670,-46.832374,0
13977-SP,13977,SP,SP,itapira,8,1,-22.446903,-46.836648,-22.446903,-46.836648,0
13986-SP,13986,SP,SP,barao ataliba nogueira,8,2,-22.385054,-46.746543,-22.385054,-46.746543,0
13988-SP,13988,SP,SP,eleuterio,2,2,-22.329592,-46.723336,-22.329592,-46.723336,0
13990-SP,13990,SP,SP,espirito santo do pinhal,325,2,-22.193296,-46.753192,-22.193296,-46.753192,0
13995-SP,13995,SP,SP,santo antonio do jardim,31,2,-22.116304,-46.684398,-22.116304,-46.684398,0
14001-SP,14001,SP,SP,ribeirão preto,1,1,-21.176055,-47.811012,-21.176055,-47.811012,0
14010-SP,14010,SP,SP,ribeirao preto,147,2,-21.179540,-47.808598,-21.179540,-47.808598,0
14015-SP,14015,SP,SP,ribeirao preto,189,2,-21.181219,-47.807479,-21.181219,-47.807479,0
14020-SP,14020,SP,SP,ribeirao preto,408,2,-21.201065,-47.802366,-21.201065,-47.802366,0
14021-SP,14021,SP,SP,ribeirao preto,285,2,-21.213810,-47.794875,-21.213810,-47.794875,0
14022-SP,14022,SP,SP,ribeirao preto,57,2,-21.229870,-47.787102,-21.229870,-47.787102,0
14024-SP,14024,SP,SP,ribeirao preto,61,2,-21.215295,-47.808194,-21.215295,-47.808194,0
14025-SP,14025,SP,SP,ribeirao preto,204,2,-21.193638,-47.815198,-21.193638,-47.815198,0
14026-SP,14026,SP,SP,ribeirao preto,189,2,-21.214890,-47.821600,-21.214890,-47.821600,0
14027-SP,14027,SP,SP,ribeirao preto,106,2,-21.223534,-47.831045,-21.223534,-47.831045,0
14030-SP,14030,SP,SP,ribeirao preto,241,2,-21.188419,-47.829384,-21.188419,-47.829384,0
14031-SP,14031,SP,SP,ribeirao preto,132,2,-21.201027,-47.844814,-21.201027,-47.844814,0
14032-SP,14032,SP,SP,ribeirao preto,1,1,-21.184450,-47.890147,-21.184450,-47.890147,0
14033-SP,14033,SP,SP,ribeirao preto,2,1,-21.185807,-47.718840,-21.185807,-47.718840,0
14040-SP,14040,SP,SP,ribeirao preto,31,2,-21.227656,-47.928788,-21.227656,-47.928788,0
14050-SP,14050,SP,SP,ribeirao preto,169,2,-21.172861,-47.823700,-21.172861,-47.823700,0
14051-SP,14051,SP,SP,ribeirao preto,130,2,-21.164389,-47.836924,-21.164389,-47.836924,0
14055-SP,14055,SP,SP,ribeirao preto,196,2,-21.157006,-47.824921,-21.157006,-47.824921,0
14056-SP,14056,SP,SP,ribeirao preto,133,2,-21.143670,-47.844068,-21.143670,-47.844068,0
14057-SP,14057,SP,SP,ribeirao preto,58,2,-21.132829,-47.846433,-21.132829,-47.846433,0
14060-SP,14060,SP,SP,ribeirao preto,182,2,-21.140509,-47.814852,-21.140509,-47.814852,0
14061-SP,14061,SP,SP,ribeirao preto,37,2,-21.124888,-47.810366,-21.124888,-47.810366,0
14062-SP,14062,SP,SP,ribeirao preto,24,2,-21.118338,-47.819209,-21.118338,-47.819209,0
14065-SP,14065,SP,SP,ribeirao preto,55,2,-21.133972,-47.832311,-21.133972,-47.832311,0
14066-SP,14066,SP,SP,ribeirao preto,36,2,-21.126517,-47.826886,-21.126517,-47.826886,0
14070-SP,14070,SP,SP,ribeirao preto,84,2,-21.112713,-47.790810,-21.112713,-47.790810,0
14071-SP,14071,SP,SP,ribeirao preto,51,2,-21.111067,-47.799377,-21.111067,-47.799377,0
14072-SP,14072,SP,SP,ribeirao preto,1,1,-21.088463,-47.798664,-21.088463,-47.798664,0
14073-SP,14073,SP,SP,ribeirao preto,2,2,-21.095893,-47.785111,-21.095893,-47.785111,0
14075-SP,14075,SP,SP,ribeirao preto,97,2,-21.140245,-47.791063,-21.140245,-47.791063,0
14076-SP,14076,SP,SP,ribeirao preto,61,2,-21.156700,-47.786195,-21.156700,-47.786195,0
14077-SP,14077,SP,SP,ribeirao preto,31,2,-21.121032,-47.781467,-21.121032,-47.781467,0
14078-SP,14078,SP,SP,ribeirao preto,35,2,-21.140496,-47.766518,-21.140496,-47.766518,0
14079-SP,14079,SP,SP,ribeirao preto,95,2,-21.134123,-47.745779,-21.134123,-47.745779,0
14080-SP,14080,SP,SP,ribeirao preto,132,2,-21.154640,-47.802753,-21.154640,-47.802753,0
14085-SP,14085,SP,SP,ribeirao preto,175,2,-21.165898,-47.797969,-21.165898,-47.797969,0
14090-SP,14090,SP,SP,ribeirao preto,252,2,-21.179893,-47.788429,-21.179893,-47.788429,0
14091-SP,14091,SP,SP,ribeirao preto,167,2,-21.190128,-47.787901,-21.190128,-47.787901,0
14092-SP,14092,SP,SP,ribeirao preto,93,2,-21.177710,-47.767820,-21.177710,-47.767820,0
14093-SP,14093,SP,SP,ribeirao preto,136,2,-21.177891,-47.743375,-21.177891,-47.743375,0
14094-SP,14094,SP,SP,ribeirao preto,84,2,-21.252495,-47.817879,-21.252495,-47.817879,0
14095-SP,14095,SP,SP,ribeirao preto,143,2,-21.191023,-47.767914,-21.191023,-47.767914,0
14096-SP,14096,SP,SP,ribeirao preto,146,2,-21.201311,-47.777952,-21.201311,-47.777952,0
14097-SP,14097,SP,SP,ribeirao preto,6,2,-21.209703,-47.740970,-21.209703,-47.740970,0
14098-SP,14098,SP,SP,ribeirao preto,135,2,-21.223349,-47.768400,-21.223349,-47.768400,0
14110-SP,14110,SP,SP,bonfim paulista,136,3,-21.254548,-47.815291,-21.254548,-47.815291,0
14115-SP,14115,SP,SP,guatapara,33,2,-21.496479,-48.030236,-21.496479,-48.030236,0
14120-SP,14120,SP,SP,dumont,37,1,-21.239813,-47.977066,-21.239813,-47.977066,0
14140-SP,14140,SP,SP,cravinhos,208,1,-21.339320,-47.737353,-21.339320,-47.737353,0
14141-SP,14141,SP,SP,cravinhos,1,1,-21.343077,-47.728493,-21.343077,-47.728493,0
14150-SP,14150,SP,SP,serrana,185,1,-21.208159,-47.601621,-21.208159,-47.601621,0
14151-SP,14151,SP,SP,serrana,1,1,-21.197558,-47.595246,-21.197558,-47.595246,0
14160-SP,14160,SP,SP,sertaozinho,172,2,-21.137238,-47.989244,-21.137238,-47.989244,0
14161-SP,14161,SP,SP,sertaozinho,46,2,-21.126001,-47.998950,-21.126001,-47.998950,0
14164-SP,14164,SP,SP,sertaozinho,51,2,-21.119158,-47.993696,-21.119158,-47.993696,0
14165-SP,14165,SP,SP,sertaozinho,38,2,-21.117003,-47.987588,-21.117003,-47.987588,0
14166-SP,14166,SP,SP,sertaozinho,62,2,-21.131057,-47.981561,-21.131057,-47.981561,0
14169-SP,14169,SP,SP,sertaozinho,66,2,-21.140825,-47.973481,-21.140825,-47.973481,0
14170-SP,14170,SP,SP,sertaozinho,91,2,-21.142567,-47.996913,-21.142567,-47.996913,0
14171-SP,14171,SP,SP,sertaozinho,20,2,-21.152142,-47.987161,-21.152142,-47.987161,0
14173-SP,14173,SP,SP,sertaozinho,3,2,-21.171740,-47.989871,-21.171740,-47.989871,0
14175-SP,14175,SP,SP,sertaozinho,8,1,-21.152714,-48.002016,-21.152714,-48.002016,0
14176-SP,14176,SP,SP,sertaozinho,11,1,-21.147789,-48.016842,-21.147789,-48.016842,0
14177-SP,14177,SP,SP,sertaozinho,153,2,-21.129514,-48.013678,-21.129514,-48.013678,0
14178-SP,14178,SP,SP,sertaozinho,26,2,-21.114762,-48.024031,-21.114762,-48.024031,0
14179-SP,14179,SP,SP,sertaozinho,20,2,-21.075096,-47.900960,-21.075096,-47.900960,0
14180-SP,14180,SP,SP,pontal,188,1,-21.026493,-48.037169,-21.026493,-48.037169,0
14185-SP,14185,SP,SP,candia,4,1,-17.656446,-45.430539,-17.656446,-45.430539,0
14200-SP,14200,SP,SP,sao simao,81,2,-21.474776,-47.561692,-21.474776,-47.561692,0
14210-SP,14210,SP,SP,luis antonio,95,2,-21.554254,-47.701862,-21.554254,-47.701862,0
14220-SP,14220,SP,SP,são simão,1,1,-21.238458,-47.790565,-21.238458,-47.790565,0
14230-SP,14230,SP,SP,serra azul,35,1,-21.311948,-47.564034,-21.311948,-47.564034,0
14240-SP,14240,SP,SP,cajuru,130,1,-21.274433,-47.305476,-21.274433,-47.305476,0
14250-SP,14250,SP,SP,santa cruz da esperanca,7,1,-21.525340,-47.305215,-21.525340,-47.305215,0
14260-SP,14260,SP,SP,cassia dos coqueiros,12,2,-21.281132,-47.168260,-21.281132,-47.168260,0
14270-SP,14270,SP,SP,santa rosa de viterbo,163,1,-21.483489,-47.368651,-21.483489,-47.368651,0
14300-SP,14300,SP,SP,batatais,339,1,-20.892832,-47.585040,-20.892832,-47.585040,0
14305-SP,14305,SP,SP,batatais,1,1,-20.883730,-47.574305,-20.883730,-47.574305,0
14307-SP,14307,SP,SP,batatais,1,1,-20.899299,-47.579508,-20.899299,-47.579508,0
14312-SP,14312,SP,SP,batatais,1,1,-20.916468,-47.574217,-20.916468,-47.574217,0
14315-SP,14315,SP,SP,batatais,6,1,-20.897754,-47.590266,-20.897754,-47.590266,0
14340-SP,14340,SP,SP,brodowski,121,1,-20.988927,-47.654619,-20.988927,-47.654619,0
14350-SP,14350,SP,SP,altinopolis,77,2,-21.021185,-47.377397,-21.021185,-47.377397,0
14390-SP,14390,SP,SP,santo antonio da alegria,32,2,-21.247322,-47.125649,-21.247322,-47.125649,0
14400-SP,14400,SP,SP,franca,238,1,-20.538925,-47.401381,-20.538925,-47.401381,0
14401-SP,14401,SP,SP,franca,271,1,-20.528619,-47.387410,-20.528619,-47.387410,0
14402-SP,14402,SP,SP,franca,125,1,-20.523653,-47.364272,-20.523653,-47.364272,0
14403-SP,14403,SP,SP,franca,438,1,-20.553624,-47.387359,-20.553624,-47.387359,0
14404-SP,14404,SP,SP,franca,95,1,-20.580647,-47.379733,-20.580647,-47.379733,0
14405-SP,14405,SP,SP,franca,280,1,-20.528759,-47.411110,-20.528759,-47.411110,0
14406-SP,14406,SP,SP,franca,223,1,-20.536614,-47.433584,-20.536614,-47.433584,0
14407-SP,14407,SP,SP,franca,145,2,-20.496251,-47.418434,-20.496251,-47.418434,0
14408-SP,14408,SP,SP,franca,10,1,-20.512749,-47.437280,-20.512749,-47.437280,0
14409-SP,14409,SP,SP,franca,147,1,-20.498489,-47.396929,-20.498489,-47.396929,0
14410-SP,14410,SP,SP,franca,4,1,-20.502546,-47.371575,-20.502546,-47.371575,0
14412-SP,14412,SP,SP,franca,30,1,-20.552274,-47.360417,-20.552274,-47.360417,0
14415-SP,14415,SP,SP,patrocinio paulista,42,2,-20.644425,-47.281100,-20.644425,-47.281100,0
